id,title,snippet,type,color,last_cited,cited_in_count,treating_example,total_citations,positive_citations,negative_citations
893725489,Ex parte Dustman,".W.2d 184 (1953). An order of contempt imposing a coercive restraint is void if the condition for purging the contempt is impossible of performance. conclusive effect to testimony of an interested party where 'it is clear and positive, and there are no circumstances in evidence tending to discredit or impeach such testimony.' McGuire record before us conclusively establishes that it is not within the power of Dustman to perform the act which would result in",document,,,,,43.0,0.0,0.0
885565127,McBeath v. Mathews,"election contest proceedings have been filed and are now pending in a district court of Taylor Countyeach of these Commissioners Court orders. Page 671 The record does not showrelief granted by the judgment was in these terms: ""That the Order of the Commissionersand not an election contest and was therefore totally void as a matter of law. ""That the second canvass of",document,,,,,1.0,0.0,0.0
893439128,Ex Parte Birkhead,"to contribute to the support of same, and such Court shall make such orders regarding the custody and support of each such child or children, as is for the to whom the payments above provided for are made under the judgment of the Court shall file sworn monthly such minors."" Relator contends that the above statute is unconstitutional and void, because it authorizes imprisonment for",document,,,,,46.0,0.0,0.0
885873578,Ex parte Mullins,"of Galveston County adjudged him in contempt and committed him to the Galveston County jail for disobedience of that court's order to pay child support. Relator urges that the contempt and commitment orders are based upon a void child support order because the Court of Domestic Relations Number Three of Harris County, which granted the divorce, has exclusive jurisdiction over child support orders. We sustain",document,,,,,12.0,0.0,0.0
892360277,Cole v. Waite,"Appeals erred in saying that the deed was a gift, which when made by a person of unsound mind is void and cannot be ratified. In addressing the jury one of respondent's attorneys said, 'Of course, counsel here for the defendants knows that if the relatives or if there be any, or if there are others who are financially able to take care of an insane person who is insane and of unsound mind",document,,,,,36.0,0.0,0.0
885956739,Ex parte Flournoy,".E.2d 787. Our district courts are entrusted with the grave responsibility of protectinghaving jurisdiction, demands in open court that a parent disclose the whereabouts of a minor child or that he produceacquittal of relator on the insanity complaint did not void the contempt judgment or operate to effect relatorit should not have been dismissed. What orders and judgment will be entered eventually we cannot know",document,,,,,7.0,0.0,0.0
886275499,Boatright v. City of Mineral Wells,"adoption of a new charter on July 26, 1966, which provided Page 902 for a different form of city government, was void in that the statutory requirements for the adoption of a charter by a home rule city had not been compliedhas long been established in this court that when a case becomes moot on appeal, all previous orders are set aside by the appellate court and the case is dismissed.' See also, Guajardo v.",document,,,,,3.0,0.0,0.0
892622323,Iles v. Walker,"question. The judgment contains such other orders as were necessary to put same into effect, and to cause Court of Civil Appeals held: (a) That Iles' direct appeal should be dismissedappealing same either by direct appeal or by writ of error. We are not here concerned with the correctness of suchthe alleged ground that such original judgment was void for lack of service on contestee. This injunction was refused",document,,,,,26.0,0.0,0.0
885169999,Ex parte Gamez,"the time and place directed, and await its further orders. Relator made his appearance in compliance with therelator's petition, as well as from the record as a whole, that he was accorded due process by the Honorablecourt is restricted to the inquiry whether or not the commitment is void'; and further, that 'an attack based upon the charge in the contempt judgment, express and implied, are true * * *. We further assume that relator willfully",document,,,,,1.0,0.0,0.0
891175273,Gambill v. Town of Ponder,"Mingus v. Wadley and Alpha Petroleum Co. v. Terrell are cited. The Court did not have the strict question of jurisdiction beforethe case had gone to judgment as to the 12 plaintiffs, the judgment would have been void. The matter Was called to the attention of the trial judge who correctly ruled that the particular statute as to place of suit was controlling.",document,,,,,18.0,0.0,0.0
892931077,Fitzgerald v. Lane,"grounds upon which it was claimed that the orders were void. On September 11, 1937, judgment was Fitzgerald, cancelling and setting aside all of the orders, judgments and decrees which hadproceeding. Thereupon, the defendants in that proceeding perfected an appeal to the 126 S.W.2d 64. Page 604 There are numerous authorities to support the conclusion of",document,red,1965-10-21,2.0,"{'source': {'vid': '888525305', 'title': 'Puckett v. Frizzell'}, 'target': {'vid': 892931077, 'title': 'Fitzgerald v. Lane'}, 'treating_type': 'Reversed', 'treating_type_desc': 'Stated as Reversed in'}",2.0,0.0,1.0
892809365,Bullock v. Calvert,"assigned the Secretary of State to deal with every hiatus and fill every void when the Legislature is not in session. For two reasons60th Leg., ch. 723, p. 1858. The emergency clause (Sec. 79) of that act provided 'that the orderly conduct of elections in this state isambiguities, and hiatuses in existing statutes, which are corrected by this Act . . .' The Legislature",document,,,,,73.0,0.0,0.0
891869355,Ex Parte Britton,"claim made by the receiver against Britton is in dispute, and it furthermore clearly appears that the court does not have the power to enforce by summary proceedings a collection of rents claimed to be due the receiver by Britton. It is clear that the order which relator is alleged to have violated was without authority of law and was void; and the relator is ordered discharged.",document,,,,,33.0,0.0,0.0
893195478,Lee v. State,"Constitution, Vernon's Ann.St. which provides that: 'No bill, (except general appropriation bills, which may embrace the various and accounts, for and on account of which moneys are appropriated) shall contain more than one subject, which shall be expressedan act, which shall not be expressed in the title, such act shall be void only as to so much thereof as shall not be so expressed.' We",document,,,,,15.0,0.0,0.0
891821505,Thompson v. Hovey Petroleum Co.,"than from tank cars. But there is no finding that these ends cannot be accomplished by use of tank trucks and facilities of the motor carriers who are petitioners here. Therefore, undermandatory provisions of Art. 911b, sec. 5a(b), supra, both the orders and respondents' certificates issued thereunder are void. This conclusion makes it unnecessary to consider",document,,,,,14.0,0.0,0.0
892173461,De Moss v. Briggs,"expired on February 7th, the date to which it had theretofore been extended, and all orders made in the case after that date were void. We cannot adopt that view. The authority of a district judge to extend the term of his court is definedwas to overrule the motion for a new trial leaving nothing pending for decision before the court. We are unable to adopt that view. When a Page 42 judgment non obstante veredicto is set aside the party in whose",document,,,,,3.0,0.0,0.0
888021067,Thompson v. Crim,"Confirmation may make good a voidable or defeasible estate, but cannot operate upon an estate void in law, but only confirms its infirmity.' 1 Dev.Deeds, § 17Chess, 1 Pen. & W. (Pa.) 32, 21 Am.Dec. 350. There are no `apt words of conveyance' from Mrs. Merriman, in the bare recital in the deed to Guzman, that the land had been conveyed by Elizabeth Merriman to",document,,,,,15.0,0.0,0.0
892405358,Hamrick v. Simpler,"of this opinion we will treat it as valid. The above two orders were each made by the commissioners' courtauditor of Potter county. It appears that Hamrick in his official capacity duly countersigned.Civ.St. art. 5142), is inoperative and void as applied to Potter and like countiescounties in a like situation? ""2. If not void, are the provisions of Article 5142, directing",document,,,,,8.0,0.0,0.0
889684154,"Transamerican Leasing Co. v. Three Bears, Inc.","Antonio, for respondents. PER CURIAM. The question presented by this appeal is whether a trial court has the plenary power to vacate a judgment while the amended motion for new trial is pending before that court. Here, the trial court vacated the original judgment more than thirty days after it was rendered but within forty-five days after the amended motion for new trial was filed. A second judgment was",document,,,,,31.0,0.0,0.0
892431700,Boston v. Garrison,"the sections of the Act under which the order was made are unconstitutional and void on various grounds fully set out. The greater part of the prayer of the petitionhas reference to the suspension of appellant's license. It prays that the defendants be permanently enjoined 31 of the Act, which authorizes appeal from orders denying, cancelling or revoking a",document,,,,,57.0,0.0,0.0
888386374,State v. Rubion,"real property if the same is not to be sold and any other matters which are important, and, considering such matters, together with the size of the trustinstallments to be paid to the State in the future, subject to further orders of the court upon a showing of changed conditions. If the sum orreal property, the trial court should order the same sold, keeping in mind in this regard that the purpose of the trust is for the support and maintenance of the cestui and not for the",document,,,,,32.0,0.0,0.0
890401351,Houston Chronicle Pub. Co. v. Mattox,"already ruled that such transcripts are public information. The Chronicle's The Chapman plaintiffs contend that disclosure of the transcripts would deprive themChronicle's mandamus action became subject to all prior orders in the Chapman case, including an August 15O'Neill's August 15, 1988, order is void, we agree that the Chronicle is entitled",document,,,,,7.0,0.0,0.0
889562489,Farley v. Dorsey,"be void or merely voidable, the power to declare it void necessarily involves the exercise of power to tryof the Constitution which provides that the county court ""shall not have jurisdiction of suitscould annul or set aside any of its own executed orders upon which the validity of a deed dependsand the personal property thereof, and the proceeds of previous sales, are insufficient for the education and maintenance of the ward * * * the guardian",document,red,1941-07-16,6.0,"{'source': {'vid': '892716713', 'title': 'Jones v. Sun Oil Co.'}, 'target': {'vid': 889562489, 'title': 'Farley v. Dorsey'}, 'treating_type': 'Overruled', 'treating_type_desc': 'Overruled in'}",6.0,0.0,1.0
892849140,Commercial Casualty Ins. Co. v. Hilton,"but an administrative body created by statute, and possessing those powers only which are conferred upon it by statute. In the opinion of the Court of Civilthe power to set aside compromise settlement agreements made by the parties and the orders of the board approving same. If that article, by its terms, conveys that power, then the question presented would be one",document,red,2007-07-26,56.0,"{'source': {'vid': '885914460', 'title': 'State Ins. Fund v. Asarco Inc.'}, 'target': {'vid': 892849140, 'title': 'Commercial Casualty Ins. Co. v. Hilton'}, 'treating_type': 'Abrogated', 'treating_type_desc': 'Stated as Abrogated in'}",56.0,0.0,1.0
892716443,"H & R Block, Inc. v. Haese","our stay preserved the issues from becoming moot so that they could be reviewed by that court. Accordingly, the Court grants the petition for review and, without hearing oral argument, reversesFeb. 4, 1998). 5 See TEX.R.APP. P. 29.3 (authorizing ""any temporary orders necessary to preserve the parties' rights until disposition of the appeal""); see also Dallas Morning News",document,,,,,1.0,0.0,0.0
884795983,Realty Trust Co. v. Craddock,"has not appealed from the district court judgment, and we are not further concerned with it. L. E. Whitham & CompanyCourt of Civil Appeals, and the judgment against it was also by that court affirmed. 107 S.W.2d 761. The L. Eone of the above-described tracts of land is illegal and void, and inoperative to fix any personal liability against him or lien on such land, because, at",document,,,,,21.0,0.0,0.0
885341605,Ex parte White,"accused of violating, aside from other defects which are claimed by the relator. Ex parte Cox152, 127 S.W.2d 443. The judgment of contempt is therefore void and it is ordered that the relator be released from custody. Thisjudgment, however, is without prejudice to the power of the district court to enforce its orders in the receivership case by proper proceedings. GARWOOD, J., dissenting",document,,,,,5.0,0.0,0.0
890692810,Smith Bros. v. Guardian Trust Co.,"the Judicial Extension or Moratorium Act, was void and unconstitutional; whereupon the district judge, without passing upon the motion to dissolvethe Court of Civil Appeals. It will be noted that while a temporary injunction was issued, from which an appeal lay to the Courtby the motion to dissolve. The revisory power of the district court over its own orders was invoked by the motion to dissolve, and that undetermined question is still",document,,,,,,,
886171372,Ex parte Godeke,"of Civil Procedure, relating to temporary restraining orders, should be followed; that is, a hearing should be set as soon as practicable for a day certain and both sides be given an opportunitythe entry of an ex parte orde without hearing evidence until final disposition of the cause is a wholly arbitrary action and void. It has been held that a parent's right to the custody of a child is afforded protection by the",document,,,,,43.0,0.0,0.0
888943675,Nass v. Nass,"sheriff or constable within the State of Texas, together with all uncontested orders, judgments, etc., based on such citations or notices. Petitioner contends that the Court of Civil Appeals erred in itshave been proved genuine to the satisfaction of this Court, and you are entitled to so consider the same in your deliberations",document,,,,,38.0,0.0,0.0
887300869,Tindall v. Rhodes,"October 20, 1971 judgment and the court of civil appeals reversed and rendered, holding that under the provisions of Rule 329b, § 5, Texas Rules of Civil Procedure, where asSince the order of October 20, 1971, is not a final judgment, the court of civil appeals and this court are without power to review it by appeal. Lynn v. Hanna, 116 Tex. 652, 296 S.W. 280 (1927). We",document,,,,,5.0,0.0,0.0
893133467,Ex parte Shaklee,"violation,"" which appears to refer to each day that Shaklee violated the decree. Moreoverdoes not specify whether the thirty-day sentences are to run consecutively or concurrentlyto remain in jail. Under these circumstances, the contempt order is void. 2 Page 146 Accordingly, the Court orders relator discharged. --------------- 1 Shaklee",document,yellow,2024-06-20,20.0,"{'source': {'vid': '889969021', 'title': 'In re Mott'}, 'target': {'vid': 893133467, 'title': 'Ex parte Shaklee'}, 'treating_type': 'Distinguished', 'treating_type_desc': 'Distinguished in'}",20.0,0.0,1.0
888057607,Dunaway v. Easter,"by the petition for certiorari to have been committed by the probate court are, among others, the opening of probate proceedings, allegednecessity existed or does exist for administration""; that Mrs. Easter was a sister of the deceased and the nearestof the proceedings in time to appeal therefrom and all such proceedings were void. The prayer of plaintiffs was that all orders, judgments and decrees of the county court",document,,,,,16.0,0.0,0.0
889712078,Twaddell v. H. O. Wooten Grocer Co.,"all dry groceries"" from the company's supply house and ""to discontinue specialty orders,"" during the period of membership in the Red & White violative of the anti-trust laws of the state and void. The facts disclose that the purchases agreed to be made were for thebuying privileges contracted for are shown in the face of the application, as well as by the evidence, to have been",document,,,,,,,
890039554,Uvalde Rock Asphalt Co. v. Hurlock,"cover said assessment. The questions certified are as follows: ""First. Under the facts of upon be had against M. H. Hurlock by reason of the fact that he joined in the petition to have the street paved, wherein and whereby he agreed, as joint owners of the property, was such certificate void and nonenforceable as a lien against the property? ""Third. Since M",document,,,,,,,
892296573,Automobile Underwriters' Ins. Co. v. Long,"any of the particulars herein last above set forth, shall render this Contract null and void and relieve the Exchange of any liability hereunder."" The agreed statement of facts shows that Long gave the required notice of the accident to the company, italthough such suits, allegations or demands are wholly groundless, false or fraudulent,"" but did not cover ""any obligation assumed",document,,,,,17.0,0.0,0.0
888600787,Panhandle Const. Co. v. Lindsey,"She is therefore entitled to have her assignments, which were properly presented in that court, considered here in so far as may be necessary to determine what judgment should have been rendered by the of its lien on lot 1 in block 86 of the Overton addition to the city of Lubbock. The costs of appeal are to be paid one-half by the Panhandle Construction Company and one-half by Mrs. M",document,,,,,11.0,0.0,0.0
885447723,Sigler v. Realty Bond & Mortgage Co.,"without authority to enter a judgment on August 13, 1934, reciting that it had done what in fact it had not done and what it had no authority to do. judgment nunc pro tunc; neither did it have the effect of converting the void judgment of August 13, 1934, into a judgment nunc pro tunc. The recitals of this order, as were those of the judgment of August 13, 1934, are, to use the language of Judge Nickels in Harrison v",document,,,,,10.0,0.0,0.0
885742562,State v. Boyd,"Loan Association, other than to have restraining orders and injunctions therein dismissed or to, employees, and attorneys, are hereby further commanded that you desist and refrain from enforcing or attemptingThese plaintiffs would show that the unlawful, unwarranted and void acts of the defendants, and especially the defendant, Honorable",document,,,,,,,
892212738,Ex Parte Roberts,"1941, in Cause No. 15149-B, is null and void, because the trial court was without jurisdiction, in an independentAnnotated Civil Statutes. That Article provides that a petition formarriage sought to be dissolved, and if there are no child or children the petition shall so state; that the courtcontribute to the support of the child or children, and shall make such orders regarding the support of the child or children as is for their best",document,,,,,12.0,0.0,0.0
890850741,Parr v. White,", for respondent. PER CURIAM. The application for writ of error is refused, no reversible error. The opinion of the court of civil appeals contains a statement that may mislead litigants in the future, however. The court of civil appeals stated that an appeal from the probate court to the district court by writ of certiorari is still Page 345 available. 543 S.W",document,,,,,5.0,0.0,0.0
891110376,Ragland v. Wagener,"testator unquestionably intended for the devise to be conditional. Page 438 We are further of the opinion it was not intended under the above statutory provisions that the probate court might strike down an objectionable portion of a unified provision of a will and leavea sentence, a clause, a phrase or a word, and, after thus isolating the same, have it declared void so as to render the remainder valid and enforceable which otherwise as a part of the whole is",document,,,,,11.0,0.0,0.0
888386364,State v. Miller,"upon. There is no provision for a separate vote upon interim bonds. If, as contended, these bonds create an indebtedness against the district in addition to that authorized by the construction bonds and are not voted upon, they are obviously void, because in contravention of the express language of the constitution above referred to. A consideration of the statutes relating to these bonds has led us to the",document,,,,,7.0,0.0,0.0
892203050,McCormick v. Sheppard,"and the amounts due, provided they are allowable and payable under the laws of this state, weCode of Criminal Procedure it is provided that the district clerk in counties such as Bexarentered the appropriate judgments or orders. Page 214 Apparently the district clerk performedS.W.(2d) 803, declared the act of 1929 unconstitutional and void, and held that the prior act making such an offense a misdemeanor",document,,,,,2.0,0.0,0.0
886980148,Renger v. Jeffrey,"proceedings in cause No. 8989 attempting to supersede the judgment in cause No. 8772 are unauthorized and void. The rules of civil procedure relating to supersedeas bondsinjunctive relief is before the Court of Civil Appeals upon appeal, that court has the authority to issue such orders as may be necessary to preserve the status quo of the matters in litigation and to protect that court",document,,,,,16.0,0.0,0.0
